Company,Quarter,Percentage Change (%),Volume,Volatility,Quarter ROI (%),ROI on $1500 ($),Cumulative ROI on $1500 ($)
Chevron,2020Q1,-39.660712790146164,788831500,19.319348062246217,-40.021520942975755,-600.3228141446363,-600.3228141446363
Chevron,2020Q2,26.31272105882112,716030900,6.044198324036557,28.370019586612177,425.55029379918267,-174.7725203454536
Chevron,2020Q3,-17.541659740682444,611381100,5.688777105294613,-19.35483760703627,-290.3225641055441,-465.09508445099766
Chevron,2020Q4,20.562345545926423,717577300,8.390444815682688,18.09536348126563,271.43045221898444,-193.66463223201322
Chevron,2021Q1,24.601586816809597,705058900,7.943148810723182,23.06517796559219,345.97766948388283,152.31303725186962
Chevron,2021Q2,-1.8061500350916075,608668800,2.5888034942282467,-0.49401886937825945,-7.4102830406738915,144.9027542111957
Chevron,2021Q3,-2.626872177362844,669614200,3.0210841458149598,-5.1425901420658215,-77.13885213098732,67.76390208020841
Chevron,2021Q4,12.508382242239014,658214400,3.7428362271423685,14.801405862587307,222.02108793880961,289.78499001901804
ConocoPhillips,2020Q1,-54.12465458807388,624612700,14.475489224934584,-52.818627737431015,-792.2794160614652,-792.2794160614652
ConocoPhillips,2020Q2,37.981086339977736,566239600,4.675746239294635,43.315146299886734,649.7271944983011,-142.55222156316415
ConocoPhillips,2020Q3,-19.661271002019053,444869500,2.828907177960342,-22.455722937852048,-336.8358440677807,-479.3880656309449
ConocoPhillips,2020Q4,23.065061584481487,781031700,4.799994883611459,24.076953913887735,361.154308708316,-118.23375692262886
ConocoPhillips,2021Q1,34.72327971805367,689248900,5.7977764987923015,30.790126470871915,461.8518970630787,343.61814014044984
ConocoPhillips,2021Q2,11.958532080212589,537368600,3.799867383795539,14.646089515119076,219.69134272678613,563.3094828672359
ConocoPhillips,2021Q3,8.492366510622821,550913900,3.58890112339051,8.103362781368919,121.55044172053377,684.8599245877697
ConocoPhillips,2021Q4,2.4393710723174107,511491700,1.9304628800656312,5.557185148275023,83.35777722412534,768.217701811895
ExxonMobil,2020Q1,-45.92383733786865,2010286000,12.703791361256608,-45.942479533746656,-689.1371930061998,-689.1371930061998
ExxonMobil,2020Q2,15.720761305043249,1853656700,3.2394505398447198,21.323929680414068,319.858945206211,-369.27824779998883
ExxonMobil,2020Q3,-20.750400102493263,1487158200,3.2659520082741813,-22.836591288171515,-342.5488693225727,-711.8271171225615
ExxonMobil,2020Q4,25.173558357094112,1938188100,3.864118298132018,21.988754376628357,329.8313156494254,-381.99580147313617
ExxonMobil,2021Q1,35.78312885330384,1929528100,5.507866462999324,34.692402420828,520.3860363124201,138.3902348392839
ExxonMobil,2021Q2,9.252485502289085,1505610200,2.8153124818788884,12.002844767152423,180.04267150728634,318.43290634657023
ExxonMobil,2021Q3,-4.963641278788347,1325173700,2.4727654003764052,-8.565213709617165,-128.47820564425746,189.95470070231278
ExxonMobil,2021Q4,-0.31183099582693535,1284388400,1.70873852055136,2.9961265508645027,44.94189826296754,234.8965989652803
AT&T,2020Q1,-22.696858414527078,3788275272,2.5741882798392473,-25.561797155031822,-383.42695732547736,-383.42695732547736
AT&T,2020Q2,6.987519470021096,3247371887,0.8528412161366365,6.518678318301334,97.78017477452,-285.64678255095737
AT&T,2020Q3,-5.083615011741093,2783972152,0.4690405351389184,-5.376697368460754,-80.65046052691132,-366.29724307786864
AT&T,2020Q4,-0.14040442146287224,3504242716,0.8413160400817273,0.8415138696117039,12.62270804417556,-353.67453503369313
AT&T,2021Q1,4.110059767278522,3620696860,0.4816059705193589,2.994212535825267,44.91318803737901,-308.7613469963141
AT&T,2021Q2,-5.940267958433092,3756694829,0.8904636704538818,-4.828039577528374,-72.42059366292561,-381.18194065923973
AT&T,2021Q3,-5.599447845480015,2709809752,0.40267793934238644,-6.507439495018002,-97.61159242527003,-478.79353308450976
AT&T,2021Q4,-8.983804046329197,4452803979,0.9385283090171035,-9.35888636872864,-140.38329553092962,-619.1768286154394
T-Mobile,2020Q1,5.662304090846784,328931400,7.064550958880624,6.364103001085505,95.46154501628259,95.46154501628259
T-Mobile,2020Q2,24.397985366582425,508900300,7.501845739091895,25.49705290611542,382.45579359173126,477.91733860801384
T-Mobile,2020Q3,6.8124032262714005,287853100,4.4485657585187575,8.213474905479035,123.20212358218554,601.1194621901993
T-Mobile,2020Q4,15.052268240089978,236239500,8.568223587122711,17.260874872622285,258.91312308933425,860.0325852795336
T-Mobile,2021Q1,-6.176842957174915,298304900,4.14177517298823,-6.708862197685958,-100.63293296528937,759.3996523142442
T-Mobile,2021Q2,13.756368960503524,258023500,6.0631105895471515,15.072303455195524,226.08455182793284,985.4842041421771
T-Mobile,2021Q3,-11.35956716859482,286484700,7.235863362816997,-11.60923753240012,-174.13856298600183,811.3456411561752
T-Mobile,2021Q4,-8.078262322967625,324331000,3.704423954967091,-8.734654008644005,-131.01981012966007,680.3258310265152
Verizon,2020Q1,-11.433250826314675,1309337900,3.0368065678568748,-12.463345377575783,-186.95018066363673,-186.95018066363673
Verizon,2020Q2,3.779289624340249,1067560900,1.4078669281413028,5.009525844029017,75.14288766043526,-111.80729300320147
Verizon,2020Q3,8.761662842433111,859781900,1.917425290116637,7.986933225071362,119.80399837607042,7.996705372868959
Verizon,2020Q4,-2.338098186392202,961922000,1.4189185299306755,-1.0942786349857565,-16.414179524786345,-8.417474151917386
Verizon,2021Q1,-0.7646507390141577,1270636400,1.3299551111144836,-1.3738086349581813,-20.60712952437272,-29.024603676290106
Verizon,2021Q2,-4.356776927559029,1031240300,0.9562556242520268,-3.4298546410999107,-51.44781961649866,-80.47242329278876
Verizon,2021Q3,-3.17996249140863,951584000,0.7405645363657398,-3.8625880595494744,-57.93882089324212,-138.4112441860309
Verizon,2021Q4,-3.86740055916578,1373874500,1.1070567759625751,-3.813404953414722,-57.201074301220835,-195.6123184872517
